Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
90,Wendell Carter Jr.\cartewe01,C,21,TOT,38,28,25.1,4.3,8.1,0.529,0.3,0.8,0.323,4,7.3,0.552,0.545,2.7,3.6,0.745,2.3,5.6,7.9,2.1,0.6,0.8,1.5,2.8,11.5
90,Wendell Carter Jr.\cartewe01,C,21,CHI,32,25,24.8,4,7.9,0.512,0.3,0.7,0.364,3.8,7.2,0.526,0.528,2.6,3.5,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3,10.9
90,Wendell Carter Jr.\cartewe01,C,21,ORL,6,3,26.8,5.7,9.3,0.607,0.3,1.5,0.222,5.3,7.8,0.681,0.625,3.3,4.3,0.769,3,5.5,8.5,1.8,0.8,1.2,1.5,2,15
91,Michael Carter-Williams\cartemi01,SG,29,ORL,27,21,26.1,3.4,8.7,0.387,0.5,1.9,0.26,2.9,6.9,0.422,0.415,1.6,2.4,0.652,1.3,3.3,4.6,4.4,0.8,0.6,2.3,2.7,8.8
92,Alex Caruso\carusal01,PG,26,LAL,42,0,20.5,2,4.9,0.417,1,2.3,0.417,1.1,2.6,0.418,0.515,0.8,1.3,0.642,0.5,2.5,3,2.5,1.1,0.2,1.2,1.8,5.9
93,Willie Cauley-Stein\caulewi01,C,27,DAL,35,11,17.1,2.3,3.6,0.622,0,0.2,0.125,2.2,3.4,0.655,0.626,0.9,1.4,0.66,1.1,3.1,4.3,0.7,0.3,0.8,0.5,2.3,5.5
94,Chris Chiozza\chiozch01,PG,25,BRK,20,0,10.1,1.4,3.7,0.365,0.7,1.9,0.342,0.7,1.8,0.389,0.453,0.6,0.8,0.8,0.2,1,1.1,3,0.4,0.2,0.8,0.9,4
95,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5
96,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,0.305,0.8,2.9,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
96,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1,3.4
96,Gary Clark\clarkga01,F,26,DEN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
97,Brandon Clarke\clarkbr01,PF,24,MEM,41,16,25.8,4.9,9.3,0.524,0.5,1.5,0.317,4.4,7.9,0.562,0.548,1.5,2.1,0.69,1.5,4,5.5,1.7,1.1,0.9,0.6,1.5,11.7
98,Jordan Clarkson\clarkjo01,SG,28,UTA,51,0,25.4,6.2,14.8,0.422,3,8.6,0.349,3.2,6.1,0.524,0.524,1.7,1.7,0.955,0.8,3.2,3.9,2.2,0.9,0.2,1.7,1.5,17.2
99,Nicolas Claxton\claxtni01,C,21,BRK,20,0,17.9,3.1,5.3,0.585,0.1,0.2,0.25,3.1,5.1,0.598,0.59,1,2,0.487,1.5,3.2,4.7,1,0.7,1.3,0.6,2,7.2
100,Amir Coffey\coffeam01,SG,23,LAC,34,0,7.8,1,2.1,0.479,0.6,1.3,0.432,0.4,0.8,0.556,0.613,0.3,0.5,0.529,0.2,0.6,0.8,0.4,0.2,0,0.3,0.4,2.8
101,John Collins\collijo01,PF,23,ATL,47,47,30.3,7.1,13,0.545,1.3,3.4,0.38,5.8,9.6,0.603,0.594,2.7,3.3,0.838,2.1,5.7,7.8,1.4,0.5,1,1.2,3.2,18.2
102,Mike Conley\conlemi01,PG,33,UTA,42,42,29.7,5.7,12.6,0.449,2.7,6.7,0.411,2.9,6,0.492,0.558,2.3,2.7,0.848,0.7,2.7,3.4,5.4,1.3,0.1,1.9,2,16.3
103,Pat Connaughton\connapa01,SG,28,MIL,48,2,23.3,2.4,5.5,0.439,1.4,3.6,0.377,1,1.9,0.562,0.564,0.5,0.7,0.75,1,3.9,4.9,1.4,0.7,0.4,0.4,1.5,6.7
104,Quinn Cook\cookqu01,PG,27,TOT,23,0,6.8,1.3,3,0.426,0.5,1.1,0.423,0.8,1.8,0.429,0.507,0.3,0.3,0.875,0.1,0.7,0.7,0.8,0.2,0,0.3,0.4,3.3
104,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,0.462,0.3,0.8,0.385,0.4,0.8,0.538,0.558,0.3,0.3,0.8,0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
104,Quinn Cook\cookqu01,PG,27,CLE,7,0,13.6,2.4,6,0.405,0.9,1.9,0.462,1.6,4.1,0.379,0.476,0.4,0.4,1,0.3,1.4,1.7,1.9,0.4,0,0.6,1.1,6.1
105,Tyler Cook\cookty01,SF-PF,23,TOT,15,0,10.9,1.3,2.2,0.606,0,0,,1.3,2.2,0.606,0.606,0.4,0.8,0.5,0.7,1.5,2.2,0.5,0.3,0,0.6,1.2,3.1
105,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0.3,0.3,0.5,0.5,0,0,0.3,0.5,0.5
105,Tyler Cook\cookty01,SF,23,DET,11,0,13.4,1.7,2.7,0.633,0,0,,1.7,2.7,0.633,0.633,0.5,1.1,0.5,0.9,1.9,2.8,0.5,0.4,0,0.7,1.5,4
106,DeMarcus Cousins\couside01,C,30,TOT,26,11,19.8,3.2,8.2,0.383,1.5,4.5,0.336,1.7,3.8,0.439,0.474,1.7,2.4,0.714,1.2,6.3,7.5,2.4,0.8,0.7,1.5,2.9,9.5
106,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,0.376,1.6,4.6,0.336,1.6,3.8,0.426,0.469,1.8,2.4,0.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3,9.6
106,DeMarcus Cousins\couside01,C-F,30,LAC,1,0,8,3,4,0.75,0,0,,3,4,0.75,0.75,1,4,0.25,2,2,4,2,0,0,1,2,7
107,Robert Covington\covinro01,PF,30,POR,49,49,32.3,3.2,7.7,0.416,2.1,5.5,0.392,1.1,2.2,0.477,0.556,0.7,0.8,0.805,0.8,5.9,6.8,1.7,1.6,1.3,1.1,2.8,9.2
108,Torrey Craig\craigto01,SF,30,TOT,29,0,13,1.6,3.4,0.465,0.6,1.4,0.381,1,2,0.526,0.545,0.1,0.3,0.5,0.9,2.1,3,0.9,0.6,0.4,0.3,1.6,3.9
108,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
108,Torrey Craig\craigto01,SF,30,PHO,11,0,16,2.5,4.8,0.528,0.7,1.8,0.4,1.8,3,0.606,0.604,0.3,0.5,0.5,1.1,2.8,3.9,0.9,0.8,0.5,0.5,1.9,6.1
109,Jae Crowder\crowdja01,PF,30,PHO,48,33,28,3.3,8.2,0.402,2.4,6.2,0.378,0.9,2,0.479,0.546,1,1.3,0.79,0.5,4.5,5,2.1,0.8,0.4,0.9,1.9,10
110,Jarrett Culver\culveja01,SG,21,MIN,29,7,16,2.2,5.4,0.414,0.4,1.6,0.244,1.9,3.9,0.482,0.449,1,1.6,0.609,1.2,2.3,3.4,0.7,0.6,0.3,0.9,1.9,5.8
111,Seth Curry\curryse01,SG,30,PHI,40,40,29.2,4.6,10,0.455,2.1,4.9,0.416,2.5,5.1,0.493,0.558,1.5,1.7,0.894,0.2,1.9,2.1,2.8,0.9,0.2,1.3,1.7,12.6
112,Stephen Curry\curryst01,PG,32,GSW,43,43,33.9,9.8,20.4,0.481,4.7,11.5,0.408,5.1,8.9,0.574,0.595,5.4,5.9,0.925,0.6,4.9,5.5,6,1.3,0.1,3.2,1.8,29.7
113,Nate Darling\darlina01,SG,22,CHO,4,0,4,0.5,1.5,0.333,0.5,1.5,0.333,0,0,,0.5,0,0,,0.3,0,0.3,0.3,0,0,0,0,1.5
114,Anthony Davis\davisan02,PF,27,LAL,23,23,32.8,8.9,16.7,0.533,0.7,2.5,0.293,8.1,14.1,0.575,0.555,4,5.7,0.715,2,6.3,8.4,3,1.3,1.8,2,1.8,22.5
115,Ed Davis\davised01,C,31,MIN,19,7,13.9,0.9,2.3,0.419,0,0,,0.9,2.3,0.419,0.419,0.4,0.4,0.875,2,3.1,5.1,1,0.5,0.5,0.3,2.6,2.3
116,Terence Davis\daviste02,SG,23,TOT,41,4,15.3,2.7,6.5,0.415,1.4,3.9,0.36,1.3,2.5,0.5,0.525,0.5,0.6,0.84,0.2,1.8,2,1.1,0.5,0.2,0.9,1.4,7.3
116,Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,0.414,1.3,3.6,0.361,1.3,2.6,0.489,0.519,0.5,0.5,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
116,Terence Davis\daviste02,SG,23,SAC,7,0,19.4,3.3,7.9,0.418,2,5.6,0.359,1.3,2.3,0.563,0.545,0.7,1,0.714,0.1,2.3,2.4,1.4,0.7,0.4,1.1,1.4,9.3
117,Matthew Dellavedova\dellama01,PG,30,CLE,4,0,17.5,0.8,4.5,0.167,0.3,1.8,0.143,0.5,2.8,0.182,0.194,0.5,0.5,1,1,1.5,2.5,5.5,0.3,0,0,1.3,2.3
118,DeMar DeRozan\derozde01,PF,31,SAS,42,42,33.9,7.2,14.6,0.491,0.4,1.5,0.29,6.7,13.1,0.514,0.506,6.1,7,0.877,0.7,3.7,4.4,7,1,0.3,1.9,1.9,20.9
119,Mamadi Diakite\diakima01,PF,24,MIL,7,0,8.1,1.1,2.6,0.444,0.1,0.6,0.25,1,2,0.5,0.472,0,0,,0.7,1.6,2.3,0.6,0,0.6,0.1,1,2.4
120,Hamidou Diallo\diallha01,SG-SF,22,TOT,39,5,23.5,4.5,9.1,0.494,0.5,1.4,0.352,4,7.7,0.52,0.521,2.5,3.9,0.651,1.2,3.9,5.1,2.3,0.9,0.4,1.5,2.6,12
120,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8,0.512,0.502,2.6,4.1,0.629,1.2,4,5.2,2.4,1,0.4,1.5,2.6,11.9
120,Hamidou Diallo\diallha01,SF,22,DET,7,0,22,4.6,8.1,0.561,1,1.9,0.538,3.6,6.3,0.568,0.623,2.3,2.9,0.8,1.3,3.6,4.9,1.7,0.7,0.7,1.3,2.4,12.4
121,Gorgui Dieng\dienggo01,C,31,TOT,25,1,15.8,2.3,4.6,0.504,1,2.1,0.462,1.4,2.5,0.54,0.609,1.7,2,0.857,1.1,2.9,4,1.2,0.8,0.6,1,1.7,7.3
121,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,0.519,1,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1,1.7,7.9
121,Gorgui Dieng\dienggo01,C,31,SAS,3,0,8,0.7,2.3,0.286,0.3,1.3,0.25,0.3,1,0.333,0.357,1.3,2,0.667,0,0.7,0.7,0,0.7,0,0.7,1.7,3
122,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7
123,Donte DiVincenzo\divindo01,SG,24,MIL,50,50,27.6,3.9,9.4,0.419,2,5.2,0.391,1.9,4.2,0.455,0.528,0.8,1.1,0.722,1.3,4.3,5.6,3.1,1.2,0.2,1.4,1.6,10.7
124,Luka Dončić\doncilu01,PG,21,DAL,46,46,35.1,10.2,21,0.483,3,8.2,0.37,7.2,12.9,0.556,0.555,5.1,7,0.73,0.8,7.4,8.2,8.7,1,0.6,4.3,2.2,28.5
125,Luguentz Dort\dortlu01,SG,21,OKC,41,41,29.3,4.3,11.2,0.386,2,6,0.327,2.4,5.2,0.453,0.473,2,2.6,0.764,0.7,2.8,3.4,1.6,0.9,0.4,1.4,2.4,12.6
126,Damyean Dotson\dotsoda01,SG,26,CLE,35,6,18.8,2.5,6.3,0.394,0.9,3.3,0.278,1.6,3,0.519,0.466,0.6,0.9,0.688,0.1,1.9,2,2.1,0.4,0.1,0.8,0.9,6.5
127,Devon Dotson\dotsode01,PG,21,CHI,3,0,5,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0,0,,0.3,0.3,0.7,0,0.3,0,0,0.3,1.3
128,Sekou Doumbouya\doumbse01,PF,20,DET,43,2,12.8,1.4,4.1,0.347,0.5,1.8,0.253,1,2.3,0.423,0.403,0.6,0.8,0.758,0.5,1.7,2.1,0.6,0.3,0,0.7,1.4,3.9
129,PJ Dozier\doziepj01,SG,24,DEN,36,0,20.3,2.5,6.1,0.409,0.9,2.6,0.337,1.6,3.6,0.461,0.48,0.9,1.5,0.63,0.8,3,3.8,1.6,0.6,0.4,0.8,1.8,6.8
130,Goran Dragić\dragigo01,PG,34,MIA,33,10,26.7,4.8,10.8,0.439,1.6,4.6,0.346,3.2,6.2,0.507,0.513,2.1,2.5,0.831,0.3,3,3.3,4.5,0.6,0.2,2.7,2.2,13.2
131,Andre Drummond\drumman01,C,27,TOT,27,27,28.3,6.9,14.6,0.473,0,0.3,0,6.9,14.3,0.483,0.473,3,5.1,0.599,3.9,9.1,13,2.6,1.6,1.1,3.2,2.9,16.9
131,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
131,Andre Drummond\drumman01,C,27,LAL,2,2,20.5,3.5,7.5,0.467,0,0,,3.5,7.5,0.467,0.467,2.5,4,0.625,2,4.5,6.5,2.5,1,0.5,3,4.5,9.5
132,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,0.286,0.2,0.5,0.4,0,0.2,0,0.429,0,0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
133,Kevin Durant\duranke01,PF,32,BRK,20,18,34.9,9.7,18.2,0.53,2.6,5.8,0.443,7.1,12.5,0.57,0.6,6.6,7.5,0.873,0.4,6.9,7.3,5.3,0.7,1.4,3.7,2.2,28.4
134,Anthony Edwards\edwaran01,SG,19,MIN,52,35,31.1,6.6,16.6,0.397,2.1,6.8,0.314,4.4,9.8,0.455,0.462,2.5,3.2,0.78,0.9,3.5,4.4,2.6,1.1,0.4,2.2,1.7,17.8
135,Carsen Edwards\edwarca01,SG,22,BOS,21,1,9.2,1.8,3.9,0.463,0.6,2,0.302,1.2,1.9,0.641,0.543,0.3,0.4,0.778,0.1,0.8,0.9,0.5,0.2,0,0.1,1,4.6
136,CJ Elleby\ellebcj01,SF,20,POR,19,0,7.7,0.9,2.4,0.37,0.3,1.4,0.192,0.6,1.1,0.6,0.424,0.4,0.6,0.636,0.4,0.7,1.2,0.2,0.3,0.2,0.2,1.1,2.4
137,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19,2.5,7,0.357,1,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2,0.75,1.5,4.5,6,2.5,0,0,0,3.5,7.5
138,Wayne Ellington\ellinwa01,SG,33,DET,38,28,22.1,3.3,7.5,0.441,2.5,6,0.415,0.8,1.5,0.544,0.607,0.7,0.9,0.788,0.2,1.6,1.8,1.4,0.4,0.2,0.7,1.4,9.8
139,Joel Embiid\embiijo01,C,26,PHI,33,33,32.5,9.3,17.9,0.521,1.2,3,0.394,8.2,14.9,0.547,0.554,10.1,11.8,0.849,2.2,8.9,11.2,3.2,1.1,1.4,3.2,2.5,29.9
140,James Ennis\ennisja01,SF,30,ORL,34,30,23.6,2.8,5.8,0.49,1.1,2.4,0.434,1.8,3.3,0.531,0.582,1.5,1.8,0.806,1.1,2.9,4,1.5,0.9,0.2,0.9,2.1,8.2
141,Drew Eubanks\eubandr01,C,23,SAS,31,0,12.9,1.7,3.4,0.514,0,0,1,1.7,3.4,0.51,0.519,1.1,1.5,0.702,0.7,2.7,3.5,0.8,0.2,1,0.8,1.4,4.6
142,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
143,Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,0.75,0,0,,1.2,1.6,0.75,0.75,0.3,0.9,0.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
144,Derrick Favors\favorde01,C,29,UTA,50,0,15.6,2.4,3.8,0.626,0,0,0,2.4,3.8,0.63,0.626,1,1.4,0.732,2.1,3.4,5.5,0.8,0.5,1,0.6,2.2,5.8
145,Cristiano Felício\feliccr01,C,28,CHI,10,0,4.5,0.3,0.4,0.75,0,0,,0.3,0.4,0.75,0.75,0.6,1,0.6,0.6,0.7,1.3,0.5,0.2,0,0.3,0.3,1.2
146,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,0.143,0,0.4,0,0.1,0.2,0.5,0.143,0,0,,0,0.1,0.1,0.2,0.1,0,0.3,0.5,0.2
147,Bruno Fernando\fernabr01,C,22,ATL,26,0,6.8,0.5,1.1,0.429,0,0.1,0,0.5,1,0.462,0.429,0.5,0.7,0.667,0.5,2,2.5,0.3,0.1,0.1,0.7,0.8,1.4
148,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5
149,Dorian Finney-Smith\finnedo01,PF,27,DAL,40,40,32,3.3,7.5,0.433,1.8,4.9,0.367,1.5,2.6,0.558,0.553,0.6,0.8,0.8,1.7,3.8,5.5,1.6,0.9,0.5,0.6,2.5,8.9
150,Malachi Flynn\flynnma01,PG,22,TOR,27,1,13.7,1.5,4.4,0.333,0.6,2.2,0.254,0.9,2.3,0.41,0.396,0.3,0.4,0.75,0.1,1.5,1.6,1.9,0.6,0.1,0.6,1,3.9
151,Bryn Forbes\forbebr01,SG,27,MIL,50,6,18.9,3.3,7.2,0.45,2.1,4.7,0.449,1.2,2.6,0.453,0.595,0.6,0.8,0.763,0.2,1.1,1.3,0.6,0.3,0,0.5,1.1,9.2
152,Trent Forrest\forretr01,PG,22,UTA,14,0,5.3,0.5,1.1,0.467,0,0.2,0,0.5,0.9,0.583,0.467,0.1,0.1,1,0,0.5,0.5,1.2,0.3,0.1,0.4,0.4,1.1
153,Evan Fournier\fournev01,SF-SG,28,TOT,30,26,30.1,6.2,13.6,0.457,2.8,7,0.398,3.4,6.5,0.52,0.56,3.4,4.2,0.795,0.2,2.6,2.7,3.4,1.1,0.4,1.9,2.2,18.6
153,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1,0.3,2.1,2.1,19.7
153,Evan Fournier\fournev01,SG,28,BOS,4,0,28.8,4,9.5,0.421,2.8,5.8,0.478,1.3,3.8,0.333,0.566,0.8,1,0.75,0,1.8,1.8,1.8,1.3,0.8,1,2.5,11.5
154,De'Aaron Fox\foxde01,PG,23,SAC,51,51,34.8,8.9,18.7,0.476,1.8,5.5,0.32,7.1,13.2,0.542,0.524,5,7,0.713,0.5,2.9,3.4,7.1,1.4,0.5,3.1,3,24.6
155,Tim Frazier\fraziti01,PG,30,MEM,3,0,11,0.7,2.7,0.25,0,0.7,0,0.7,2,0.333,0.25,0,0,,0,1.3,1.3,2.3,0.3,0,1,1.3,1.3
156,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9
157,Wenyen Gabriel\gabriwe01,PF,23,NOP,9,0,4.7,0.2,1.2,0.182,0.1,0.6,0.2,0.1,0.7,0.167,0.227,0.2,0.4,0.5,0.8,0.8,1.6,0.6,0.1,0,0.8,0.2,0.8
158,Daniel Gafford\gaffoda01,PF-C,22,TOT,33,11,12.5,2.1,3,0.7,0,0,,2.1,3,0.7,0.7,0.9,1.4,0.674,1.5,2,3.5,0.5,0.4,1.2,0.8,1.7,5.2
158,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,0.69,0,0,,1.9,2.8,0.69,0.69,0.9,1.3,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
158,Daniel Gafford\gaffoda01,C,22,WAS,2,0,14,5,6.5,0.769,0,0,,5,6.5,0.769,0.769,2,2.5,0.8,2.5,3,5.5,0,0.5,2.5,1.5,1,12
159,Danilo Gallinari\gallida01,PF,32,ATL,38,4,23.8,4,9.3,0.428,2.1,5.2,0.403,1.9,4.1,0.459,0.54,3.2,3.4,0.931,0.2,3.8,4,1.4,0.5,0.2,1,2.1,13.2
160,Langston Galloway\gallola01,SG,29,PHO,34,0,11.1,1.7,3.6,0.471,0.9,2.1,0.451,0.7,1.5,0.5,0.603,0.5,0.5,1,0.1,0.9,1,0.7,0.2,0,0.3,0.7,4.8
161,Darius Garland\garlada01,PG,21,CLE,42,39,33.2,6.5,14.5,0.449,1.8,4.6,0.401,4.7,9.9,0.471,0.512,2,2.4,0.848,0.5,1.9,2.4,5.8,1.1,0.1,3,2.2,16.8
162,Marc Gasol\gasolma01,C,36,LAL,42,41,19.8,1.7,4,0.426,0.9,2.5,0.365,0.8,1.5,0.523,0.538,0.8,1,0.75,0.7,3.4,4.1,2.1,0.5,1.3,1.2,2.3,5.1
163,Rudy Gay\gayru01,PF,34,SAS,42,0,21.9,4.1,9.9,0.411,1.7,4.3,0.391,2.4,5.6,0.426,0.495,1.3,1.6,0.783,0.8,4.2,5,1.5,0.8,0.6,1,1.9,11.1
164,Paul George\georgpa01,SF,30,LAC,40,40,33.4,8,16.8,0.477,3.3,7.5,0.441,4.7,9.4,0.505,0.575,3.4,3.9,0.89,0.9,5.4,6.3,5.3,1.2,0.5,3.1,2.4,22.8
165,Taj Gibson\gibsota01,PF,35,NYK,25,1,20.1,1.9,3.2,0.6,0.1,0.6,0.214,1.8,2.6,0.682,0.619,0.9,1.4,0.629,1.8,3.2,5,0.7,0.8,0.9,0.6,2,4.8
166,Harry Giles\gilesha01,C,22,POR,28,0,10.8,1.1,2.6,0.419,0.2,0.5,0.429,0.9,2.1,0.417,0.459,0.5,0.7,0.7,1,3.2,4.2,0.8,0.2,0.4,0.6,1.8,2.9
167,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,0.508,2,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3,2,23.7
168,Anthony Gill\gillan01,PF,28,WAS,16,1,5.5,0.3,1.1,0.278,0.1,0.7,0.091,0.3,0.4,0.571,0.306,0.2,0.3,0.75,0.5,1.1,1.6,0.3,0.3,0.1,0.3,0.6,0.9
169,Rudy Gobert\goberru01,C,28,UTA,52,52,30.9,5.5,8.4,0.662,0,0.1,0,5.5,8.3,0.667,0.662,3.6,5.8,0.623,3.4,10,13.4,1.3,0.5,2.8,1.6,2.3,14.7
170,Brandon Goodwin\goodwbr01,PG,25,ATL,34,1,10.8,1.4,4.1,0.353,0.6,1.9,0.318,0.8,2.1,0.384,0.428,0.5,0.7,0.708,0.2,0.9,1.1,1.6,0.4,0,0.6,0.8,4
171,Aaron Gordon\gordoaa01,PF,25,TOT,31,31,29.1,5.1,11.1,0.462,1.5,4.1,0.365,3.6,7,0.518,0.529,2.4,3.8,0.63,1.4,4.7,6.2,3.9,0.7,0.8,2.4,1.8,14.2
171,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,0.437,1.7,4.5,0.375,3.4,7.2,0.475,0.509,2.6,4.2,0.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2,14.6
171,Aaron Gordon\gordoaa01,PF,25,DEN,6,6,27.5,5.2,8.5,0.608,0.7,2.3,0.286,4.5,6.2,0.73,0.647,1.5,2.3,0.643,0.8,3.3,4.2,2.7,1.2,0.8,1.2,1.2,12.5
